index,category,clean_skills
404,Agricultural,"['High technology greenhouses ', 'Growing vegetables ', 'Medical Cannabis ', 'Budgets', 'Strategic Planning', 'Agriculture', 'Business vision', 'Agribusiness', 'Soil', 'Employee Training', 'Management', 'Negotiation', 'Technical Skillset', 'Employee high manageability', 'New Business Development', 'raised planting beds ', 'fertilization and irrigation', 'soil disease and pests', 'integrated biological pest management', 'IPM certification', 'Growing with artificial light', ' Post harvest management', 'Agricultural Training', 'Planning and establishing agricultural projects', 'global gap', 'Isso', 'Matching the technology to the growing conditions and the climate ', 'Agriculture Consultant', 'Agriculture Consultancy for Investors ', 'Agriculture Consultancy for Agricultural']"
405,Agricultural,['']
406,Agricultural,"['Rural Development', 'Business Strategy', 'Sustainable Agriculture', 'Agriculture policies', 'Food Safety and GAP ', 'Agro Processing and Marketing', 'Global Partnerships for Food Security ', 'Food and Nutrition ', 'African Agriculture Development ', 'Enterprenership and Skills Development ', 'Seeds biotechnology crop protection plant health', 'International Agro Trade', 'Environment and Climate Change ', 'Agro Media and Consulting ', 'GAP certification and crop stewardship', 'Dairy poultry aqua fish farming and trade']"
407,Agricultural,"['Business Planning', 'Business Strategy', 'Agribusiness', 'Business Development', 'Strategy', 'Market Research', 'Strategic Planning', 'Finance', 'Agriculture', 'Product Development', 'Project Management', 'Banking', 'Marketing Strategy', 'Analysis', 'Supply Chain Management', 'Market Analysis', 'Rural Development', 'Investment Banking', 'Corporate Finance', 'Restructuring', 'Internal Audit', 'Food', 'Project Finance', 'Energy', 'Financial Structuring', 'Consulting', 'Management Consulting', 'Business Transformation', 'Food Safety', 'Food Processing', 'Negotiation', 'Leadership', 'Strategic Partnerships', 'Management', 'Team Management', 'Organizational Development', 'New Business Development', 'Value Chain Analysis', 'Value Chain Mana']"
408,Agricultural,['']
409,Agricultural,"['Research', 'Public Speaking', 'Community Outreach', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'English']"
410,Agricultural,"['Research', 'Technology Management', 'Technology Transfer']"
411,Agricultural,['']
412,Agricultural,"['agriculture', 'Equestrian', 'Groundworks', 'Construction', 'Landscaping', 'Farms', 'Agriculture', 'Fences', 'Electric Fencing', 'Tractor', 'Contract Farming', 'Farmers', 'Livestock', 'Pigs', 'Horses']"
413,Agricultural,"['New Item Development', 'Item Analysis', 'New Item Introduction', 'Item Master', 'Item Processing', 'New Item Launches', 'Item Response Theory']"
414,Agricultural,"['Capacity Building', 'International Development', 'Sustainable Development']"
415,Agricultural,"['Agricultural Engineering', 'Irrigation', 'Irrigation Management', 'Water', 'Water Management', 'Water Resources', 'Energy', 'Energy Efficiency', 'Energy Audits', 'Engineering', 'Project Engineering', 'Agriculture', 'Sustainable Agriculture', 'Farms', 'Consulting', 'Management Consulting', 'Adult Education', 'Technical Training', 'Report Writing', 'Environmental Awareness', 'Strategic Planning', 'Research', 'Agribusiness', 'Agronomy', 'Sustainability', 'Public Speaking', 'Drip Irrigation', 'Center Pivot Irrigation', 'Agricultural Production', 'Water Supply', 'Fresh Produce', 'Precision Agriculture', 'Agricultural Economics', 'Farmers', 'Organic Farming', 'Conference Speaking']"
416,Agricultural,"['Entrepreneurship', 'Start-ups', 'Business Development', 'Social Media Marketing', 'Digital Marketing', 'Business Strategy', 'Sales Management', 'Marketing Strategy', 'Event Management', 'Intellectual Property', 'Market Research', 'Marketing', 'Marketing Communications', 'Creative Writing', 'Social Networking', 'Marketing Research', 'Research', 'Editing', 'SEO', 'Telecommunications', 'SMO', 'Account Management', 'Venture Capital', 'Microsoft Excel', 'PowerPoint', 'Microsoft Word', 'Photoshop', 'Microsoft Office', 'Team Building', 'Leadership', 'Teamwork', 'Team Management', 'Channel Account Management', 'business deve', 'market', 'Start-up Consulting']"
417,Agricultural,['']
418,Agricultural,"['agriculture', 'Equestrian', 'Groundworks', 'Construction', 'Landscaping', 'Farms', 'Agriculture', 'Fences', 'Electric Fencing', 'Tractor', 'Contract Farming', 'Farmers', 'Livestock', 'Pigs', 'Horses']"
419,Agricultural,"['International Development', 'Capacity Building', 'Policy Analysis', 'NGOs', 'Project Management', 'Program Evaluation', 'Rural Development', 'Proposal Writing', 'Program Management', 'International Relations', 'Nonprofits', 'Analysis', 'Project Planning', 'Market Research', 'Non-profits', 'Stata', 'Microsoft Office', 'Grants', 'Training', 'Microfinance', 'Value Chain Analysis', 'Technical Assistance', 'Public/private Partnerships', 'Policy', 'Africa', 'Field Operations Security and First Aid Training \\(2008\\)', 'Workshop on Results Based Planning \\(2007\\)', 'USAID Grants Management Training \\(2005\\)', 'Proficient with Mac and PC', 'MS Office', 'Photoshop', 'STATA Statistics Software']"
420,Agricultural,"['Research', 'Management', 'Environmental Awareness', 'Blogging', 'Social Media', 'Event Management', 'Journalism', 'Environmental Issues', 'Writing', 'Data Analysis', 'Editing', 'Marketing', 'Press Releases', 'Events Organisation', 'Business Development', 'Agriculture', 'Conservation Issues', 'Sustainable Agriculture', 'Report Writing', 'Microsoft Office', 'Teamwork', 'Leadership', 'Public Speaking', 'Teaching', 'Time Management', 'Written & Oral Presentation Skills', 'People-oriented', 'Communication', 'Environmental History', 'Wildlife Conservation', 'Networking', 'Engaging People', 'Creativity']"
421,Agricultural,['']
422,Agricultural,"['Auditing', 'Accounting', 'Team Management', 'Business Planning', 'Finance', 'Financial Audits', 'Banking', 'Vendor Management', 'Business Analysis', 'Tax', 'Project Planning', 'Business Strategy', 'MIS', 'Working Capital Management']"
423,Agricultural,"['SAP', 'Team Management', 'Operating Systems']"
424,Agricultural,"['ERP', 'Manufacturing', 'Steel']"
425,Agricultural,['']
426,Agricultural,"['Research', 'Soil', 'Sustainable Development', 'Water', 'Data Analysis', 'Science', 'Sustainability', 'Ecology', 'Climate Change', 'Environmental Science', 'Environmental Awareness', 'Agriculture', 'Management', 'Soil Management', 'Irrigation Agronomy or Agronomist', 'crop water requirement', 'salt affected soils']"
427,Agricultural,"['Microsoft Office', 'Customer Service', 'Management']"
428,Agricultural,"['Marketing Strategy', 'Marketing', 'Customer Service']"
429,Agricultural,"['Agriculture', 'Strategic Planning', 'Business Strategy', 'Farms', 'Agribusiness', 'Research', 'Business Planning', 'Marketing Strategy', 'Marketing', 'Animal Nutrition', 'Sustainable Agriculture', 'Dairy', 'Rural Development', 'Entrepreneurship', 'Project Planning', 'Veterinary Medicine', 'Horticulture', 'International Business', 'Business Development', 'Market Research', 'Product Development', 'Microsoft Office', 'Microsoft Excel', 'Management', 'Negotiation', 'Training', 'Capacity Building', 'Leadership', 'Customer Service', 'Poultry', 'Organic Farming', 'Livestock', 'Aquaculture', 'Equestrian', 'New Business Development', 'Policy']"
430,Agricultural,"['Veterinary Medicine', 'Veterinary', 'Animal Welfare']"
431,Agricultural,['']
432,Agricultural,['']
433,Agricultural,"['Strategic Planning', 'Research', 'Biotechnology', 'Business Strategy', 'Agriculture', 'Product Development', 'Life Sciences', 'Project Management', 'R&D', 'Strategy', 'Proposal Writing', 'Agronomy', 'Business Development', 'Data Analysis', 'Data Management', 'Project Planning', 'Microsoft Office', 'Management', 'Customer Service', 'Agricultural Policy', 'Plant Breeding', 'Research Management']"
434,Agricultural,['']
435,Agricultural,['']
436,Agricultural,['']
437,Agricultural,"['Team Management', 'Business Development', 'Business Strategy', 'Product Development', 'Strategy', 'Marketing', 'Strategic Planning', 'Key Account Management', 'Business Planning', 'Marketing Strategy', 'Market Research', 'Sales Management', 'Sales Operations', 'Management', 'Strategic Partnerships', 'Negotiation', 'Team Building', 'New Business Development']"
438,Agricultural,['']
439,Agricultural,"['Manufacturing', 'Engineering', 'Kaizen']"
440,Agricultural,"['Food Science', 'Food Safety', 'Food Technology']"
441,Agricultural,['']
442,Agricultural,['']
443,Agricultural,['']
444,Agricultural,['']
445,Agricultural,['']
446,Agricultural,['']
447,Agricultural,"['Quality Control', 'Team Management', 'Food Processing']"
448,Agricultural,['']
449,Agricultural,"['Management', 'Leadership', 'Microsoft Office']"
450,Agricultural,"['Hazard Analysis and Critical Control Points \\(HACCP\\)', 'Quality Control']"
451,Agricultural,['']
452,Agricultural,"['Horticulture', 'Farms', 'Agronomy']"
883,BPO,"['Team Management', 'Outsourcing', 'Business Development']"
884,BPO,"['Team Management', 'Outsourcing', 'Business Development']"
885,BPO,"['Business Development', 'Team Management', 'CRM']"
886,BPO,"['BPO', 'Outsourcing', 'Telemarketing']"
887,BPO,['']
888,BPO,"['Management', 'Team Management', 'PHP']"
889,BPO,"['Call Centers', 'Project Management', 'Microsoft Office']"
890,BPO,"['Management', 'Business Development', 'Team Management']"
891,BPO,['']
892,BPO,['']
893,BPO,['']
894,BPO,"['Team Management', 'Management', 'Business Development']"
895,BPO,['']
896,BPO,['']
897,BPO,['']
898,BPO,['']
899,BPO,"['BPO', 'Joomla', 'Service Delivery']"
900,BPO,['']
901,BPO,['']
902,BPO,"['Call Centers', 'Microsoft Office', 'Customer Service']"
903,BPO,['']
904,BPO,['']
905,BPO,"['BPO', 'Team Management', 'Outsourcing']"
906,BPO,"['Outsourcing', 'Vendor Management', 'Strategy']"
907,BPO,['']
908,BPO,"['Management', 'Project Management', 'Microsoft Office']"
909,BPO,['']
910,BPO,"['Call Centers', 'Outsourcing', 'Lead Generation', 'Contact Centers', 'BPO', 'Business Development', 'Telemarketing', 'Telecommunications', 'Call Center', 'Sales', 'CRM', 'Customer Experience', 'Customer Retention', 'Customer Satisfaction', 'Marketing', 'Consulting', 'Account Management', 'Email Marketing', 'Start-ups', 'Solution Selling', 'Sales Management', 'B2B', 'Technical Support', 'Direct Sales', 'Customer Acquisition', 'Sales Process', 'Financial Services', 'Direct Marketing', 'Cloud Computing', 'Wireless', 'Broadband', 'Cloud-based', 'Entrepreneurship', 'SaaS', 'Leadership', 'Management', 'Strategic Partnerships', 'Customer Service', 'Team Management', 'Cross-functional Team Leadership', 'Brokers', 'New Business Deve']"
911,BPO,['']
912,BPO,['']
913,BPO,['']
914,BPO,['']
915,BPO,['']
916,BPO,['']
917,BPO,"['Dance', 'High Level Of Accuracy', 'Strategic Thinking']"
918,BPO,['']
919,BPO,"['CRM', 'Outsourcing', 'Contact Centers', 'BPO', 'Call Centers', 'Business Development', 'Marketing', 'B2B', 'Marketing Strategy', 'Telemarketing', 'Customer Relationship Management \\(CRM\\)', 'Business-to-Business \\(B2B\\)', 'Business Process Outsourcing \\(BPO\\)', 'Solution Selling', 'Account Management', 'Enterprise Software', 'Management', 'Lead Generation', 'Leadership', 'Customer Service', 'Contract Negotiation', 'New Business Development', 'Offshore Outsourcing']"
920,BPO,['']
921,BPO,['']
922,BPO,['']
923,BPO,['']
924,BPO,['']
925,BPO,['']
926,BPO,"['Recruiting', 'Project Management', 'Project Planning']"
927,BPO,"['Team Management', 'Management', 'Product Development']"
928,BPO,"['Outsourcing', 'BPO', 'CRM']"
929,BPO,['']
930,BPO,['']
931,BPO,"['Microsoft Office', 'Editing', 'HTML']"
932,BPO,['']
933,Sales,"['Telecommunications', 'Product Management', 'Business Development', 'Solution Selling', 'Sales', 'Managed Services', 'Operations Management', 'Wireless', 'Mobile Devices', 'Strategic Planning', 'Channel Partners', '3G', 'Business Strategy', 'Key Account Management', 'Mobile Payments', 'Program Management', 'IT Service Management', 'Sales Operations', 'Consulting', 'B2B', 'Outsourcing', 'Pre-sales', 'Key Performance Indicators', 'Vendor Management', 'Strategy', 'Account Management', 'Mobile Communications', 'Product Marketing', 'CRM', 'VAS', 'Marketing', 'Product Development', 'Marketing Strategy', 'Mobile Technology', 'IP', 'GSM', 'LTE', 'BSS', 'WiMAX', 'Team Management', 'Management', 'Leadership', 'RFP', 'Mobile I']"
934,Sales,"['Telecommunications', 'Pre-sales', 'Team Management', 'Product Management', 'Requirements Analysis', 'Business Analysis', 'Strategy', 'Business Development', 'Key Account Management', 'Product Development', 'CRM', 'Business Intelligence', 'Electronics', 'Project Planning', 'Product Marketing', 'Customer Relationship Management \\(CRM\\)', 'Account Management', 'IP', 'GSM', 'C']"
935,Sales,"['Integrated Marketing', 'Marketing Strategy', 'Advertising', 'Marketing', 'Business Development', 'Marketing Management', 'Marketing Communications', 'Sales Management', 'Social Media Marketing', 'Business Strategy', 'CRM', 'Strategic Planning', 'Brand Development', 'Event Management', 'Competitive Analysis', 'Market Research', 'Product Launch', 'Sales', 'Corporate Communications', 'Public Relations', 'Media Planning', 'Brand Management', 'Brand Communication', 'Product Development', 'Real Estate', 'Customer Relationship Management \\(CRM\\)', 'Market Planning', 'Product Launches', 'Event Planning', 'Marketing Research', 'Vendor Management', 'Strategy', 'Business Planning', 'Team Management', 'Leadership', 'Management', 'Team Building', 'New B']"
936,Sales,"['Team Management', 'Sales', 'Marketing', 'Business Strategy', 'Competitive Analysis', 'Market Research', 'Business Development', 'Customer Relationship Management \\(CRM\\)', 'Marketing Strategy', 'CRM', 'Sales Management', 'Start-ups', 'Microsoft Office', 'Microsoft PowerPoint', 'PowerPoint', 'Management', 'Lead Generation', 'Leadership', 'Teamwork', 'Training', 'Customer Service', 'Team Motivation', 'Team Leadership', 'New Business Development', 'Exceeding Targets']"
937,Sales,"['Microsoft Office', 'Microsoft Excel', 'Social Media']"
938,Sales,"['Key Account Management', 'Sales & Marketing Leadership', 'Team Management']"
939,Sales,"['Strategy', 'Product Management', 'Go-to-market Strategy', 'Business Strategy', 'Business Analysis', 'Pre-sales', 'Business Process Improvement', 'Business Process Management', 'Solution Architecture', 'Key Account Management', 'Sales', 'Business Intelligence', 'ERP', 'Telecommunications', 'IT Service Management', 'Selling', 'Sales Operations', 'Business Development', 'Requirements Analysis', 'Account Management', 'Consulting', 'Vendor Management', 'CRM', 'Business Process', 'Solution Selling', 'IT Strategy', 'Analysis', 'Sales Management', 'Competitive Analysis', 'Project Management', 'Marketing', 'Business Transformation', 'Direct Sales', 'Product Marketing', 'Customer Relationship Management \\(CRM\\)', 'SaaS', 'Enterprise Software', 'Manag']"
